time,altitude,speed,temperature,voltage
181.1,21241,-147,83.12,8.6
181.15,21255,-146,83.1,8.6
181.2,21272,-142,83.1,8.6
181.25,21239,-137,83.1,8.6
181.3,21305,-140,83.1,8.6
181.35,21192,-137,83.08,8.6
181.4,21231,-142,83.08,8.6
181.45,21247,-145,83.08,8.6
181.5,21205,-143,83.07,8.6
181.55,21278,-147,83.07,8.6
181.6,21125,-140,83.07,8.6
181.65,21208,-139,83.07,8.6
181.7,21205,-139,83.07,8.6
181.75,21222,-135,83.03,8.6
181.8,21209,-141,83.03,8.6
181.85,21096,-137,83.03,8.6
181.9,21144,-137,83.03,8.6
181.95,21142,-137,83.03,8.6
182,21155,-132,83.03,8.6
182.05,21191,-140,83.01,8.6
182.1,21059,-141,83.01,8.6
182.15,21158,-144,83.01,8.6
182.2,21137,-147,82.98,8.6
182.25,21074,-140,82.99,8.6
182.3,21166,-140,82.98,8.6
182.35,21064,-137,82.98,8.6
182.4,21082,-139,82.98,8.6
182.45,21086,-147,82.96,8.6
182.5,21027,-150,82.94,8.6
182.55,21080,-154,82.94,8.6
182.6,21044,-154,82.96,8.6
182.65,21068,-149,82.94,8.6
182.7,21067,-146,82.94,8.6
182.75,20975,-142,82.92,8.6
182.8,21054,-136,82.9,8.6
182.85,21035,-135,82.9,8.6
182.9,21025,-138,82.89,8.6
182.95,21077,-141,82.9,8.6
183,20979,-151,82.9,8.6
183.05,20991,-157,82.89,8.6
183.1,21008,-156,82.89,8.6
183.15,20922,-161,82.89,8.6
183.2,21000,-155,82.89,8.6
183.25,20994,-149,82.89,8.6
183.3,20966,-148,82.89,8.6
183.35,21004,-135,82.85,8.6
183.4,20921,-131,82.85,8.6
183.45,20918,-129,82.85,8.6
183.5,20932,-126,82.83,8.6
183.55,20834,-137,82.83,8.6
183.6,20944,-141,82.81,8.6
183.65,20915,-147,82.81,8.6
183.7,20901,-154,82.81,8.6
183.75,20968,-153,82.81,8.6
183.8,20861,-159,82.81,8.6
183.85,20884,-166,82.8,8.6
183.9,20903,-166,82.8,8.6
183.95,20810,-168,82.8,8.6
184,20847,-162,82.8,8.6
184.05,20843,-154,82.78,8.6
184.1,20759,-149,82.76,8.6
184.15,20829,-145,82.76,8.6
184.2,20843,-148,82.74,8.6
184.25,20798,-150,82.74,8.6
184.3,20848,-150,82.74,8.6
184.35,20827,-147,82.72,8.6
184.4,20821,-139,82.72,8.6
184.45,20862,-135,82.72,8.6
184.5,20765,-132,82.69,8.6
184.55,20778,-135,82.69,8.6
184.6,20785,-146,82.69,8.6
184.65,20702,-152,82.69,8.6
184.7,20745,-162,82.69,8.6
184.75,20754,-166,82.69,8.6
184.8,20669,-160,82.69,8.6
184.85,20721,-161,82.67,8.6
184.9,20713,-156,82.67,8.6
184.95,20641,-148,82.63,8.6
185,20717,-149,82.63,8.6
185.05,20726,-143,82.63,8.6
185.1,20672,-137,82.63,8.6
185.15,20690,-142,82.63,8.6
185.2,20703,-142,82.6,8.6
185.25,20671,-146,82.62,8.6
185.3,20679,-157,82.62,8.6
185.35,20661,-157,82.6,8.6
185.4,20665,-159,82.6,8.6
185.45,20704,-159,82.58,8.6
185.5,20607,-150,82.58,8.6
185.55,20621,-149,82.58,8.6
185.6,20653,-145,82.58,8.6
185.65,20550,-139,82.58,8.6
185.7,20592,-142,82.54,8.6
185.75,20614,-140,82.54,8.6
185.8,20518,-138,82.54,8.6
185.85,20605,-143,82.54,8.6
185.9,20588,-141,82.54,8.6
185.95,20480,-140,82.51,8.6
186,20548,-144,82.53,8.6
186.05,20586,-141,82.51,8.6
186.1,20500,-139,82.51,8.6
186.15,20580,-141,82.51,8.6
186.2,20555,-138,82.47,8.6
186.25,20484,-139,82.47,8.6
186.3,20541,-142,82.47,8.6
186.35,20513,-141,82.47,8.6
186.4,20486,-145,82.45,8.6
186.45,20541,-146,82.45,8.6
186.5,20461,-139,82.45,8.6
186.55,20492,-139,82.45,8.6
186.6,20481,-136,82.44,8.6
186.65,20418,-132,82.42,8.6
186.7,20480,-138,82.44,8.6
186.75,20474,-140,82.4,8.6
186.8,20367,-138,82.38,8.6
186.85,20441,-144,82.4,8.6
186.9,20432,-143,82.36,8.6
186.95,20377,-142,82.38,8.6
187,20436,-149,82.36,8.6
187.05,20453,-150,82.36,8.6
187.1,20390,-149,82.36,8.6
187.15,20434,-152,82.36,8.6
187.2,20411,-147,82.35,8.6
187.25,20379,-142,82.33,8.6
187.3,20441,-144,82.33,8.6
187.35,20348,-139,82.33,8.6
187.4,20380,-137,82.31,8.6
187.45,20384,-136,82.33,8.6
187.5,20314,-129,82.29,8.6
187.55,20382,-128,82.31,8.6
187.6,20380,-128,82.27,8.6
187.65,20258,-125,82.26,8.6
187.7,20320,-129,82.27,8.6
187.75,20330,-129,82.26,8.6
187.8,20245,-127,82.26,8.6
187.85,20307,-134,82.26,8.6
187.9,20283,-138,82.24,8.6
187.95,20211,-142,82.24,8.6
188,20266,-153,82.22,8.6
188.05,20262,-155,82.24,8.6
188.1,20230,-153,82.2,8.6
188.15,20254,-157,82.2,8.6
188.2,20274,-151,82.2,8.6
188.25,20212,-146,82.17,8.6
188.3,20252,-147,82.18,8.6
188.35,20231,-138,82.18,8.6
188.4,20233,-138,82.17,8.6
188.45,20251,-140,82.15,8.6
188.5,20233,-135,82.15,8.6
188.55,20230,-137,82.15,8.6
188.6,20221,-135,82.15,8.6
188.65,20177,-128,82.13,8.6
188.7,20200,-130,82.15,8.6
188.75,20208,-129,82.13,8.6
188.8,20126,-126,82.11,8.6
188.85,20171,-131,82.09,8.6
188.9,20158,-130,82.08,8.6
188.95,20067,-128,82.08,8.6
189,20130,-134,82.08,8.6
189.05,20150,-138,82.08,8.6
189.1,20070,-142,82.04,8.6
189.15,20129,-152,82.06,8.6
189.2,20132,-155,82.04,8.6
189.25,20071,-156,82.04,8.6
189.3,20148,-162,82.04,8.6
189.35,20124,-161,82.02,8.6
189.4,20066,-159,82.02,8.6
189.45,20107,-161,82,8.6
189.5,20071,-154,81.99,8.6
189.55,20071,-151,82,8.6
189.6,20097,-149,82,8.6
189.65,20043,-144,81.97,8.6
189.7,20043,-144,81.95,8.6
189.75,20061,-143,81.97,8.6
189.8,20008,-136,81.95,8.6
189.85,20003,-134,81.95,8.6
189.9,20034,-131,81.95,8.6
189.95,19971,-125,81.93,8.6
190,20002,-131,81.93,8.6
190.05,19986,-135,81.93,8.6
190.1,19912,-137,81.91,8.6
190.15,19946,-148,81.93,8.6
190.2,19981,-153,81.91,8.6
190.25,19871,-155,81.9,8.6
190.3,19923,-164,81.9,8.6
190.35,19949,-163,81.9,8.6
190.4,19892,-162,81.86,8.6
190.45,19952,-165,81.86,8.6
190.5,19946,-160,81.86,8.6
190.55,19901,-157,81.84,8.6
190.6,19939,-156,81.84,8.6
190.65,19910,-149,81.82,8.6
190.7,19893,-145,81.82,8.6
190.75,19904,-143,81.82,8.6
190.8,19875,-136,81.81,8.6
190.85,19881,-134,81.81,8.6
190.9,19919,-134,81.81,8.6
190.95,19840,-129,81.79,8.6
191,19846,-130,81.79,8.6
191.05,19873,-128,81.77,8.6
191.1,19793,-122,81.77,8.6
191.15,19829,-124,81.77,8.6
191.2,19827,-125,81.73,8.6
191.25,19753,-124,81.73,8.6
191.3,19802,-132,81.73,8.6
191.35,19809,-135,81.73,8.6
191.4,19733,-138,81.72,8.6
191.45,19764,-148,81.72,8.6
191.5,19789,-151,81.72,8.6
191.55,19743,-152,81.72,8.6
191.6,19794,-157,81.72,8.6
191.65,19772,-152,81.68,8.6
191.7,19725,-150,81.68,8.6
191.75,19776,-151,81.68,8.6
191.8,19775,-146,81.64,8.6
191.85,19721,-144,81.64,8.6
191.9,19772,-143,81.66,8.6
191.95,19714,-135,81.64,8.6
192,19709,-134,81.63,8.6
192.05,19743,-133,81.63,8.6
192.1,19675,-127,81.63,8.6
192.15,19719,-130,81.63,8.6
192.2,19698,-131,81.61,8.6
192.25,19604,-127,81.59,8.6
192.3,19687,-132,81.59,8.6
192.35,19699,-133,81.59,8.6
192.4,19599,-131,81.57,8.6
192.45,19630,-139,81.57,8.6
192.5,19658,-141,81.57,8.6
192.55,19574,-143,81.55,8.6
192.6,19629,-150,81.55,8.6
192.65,19618,-150,81.54,8.6
192.7,19586,-149,81.52,8.6
192.75,19610,-153,81.52,8.6
192.8,19606,-148,81.52,8.6
192.85,19587,-144,81.5,8.6
192.9,19631,-144,81.5,8.6
192.95,19579,-137,81.5,8.6
193,19579,-138,81.5,8.6
193.05,19602,-142,81.48,8.6
193.1,19556,-139,81.46,8.6
193.15,19533,-144,81.46,8.6
193.2,19581,-145,81.46,8.6
193.25,19503,-143,81.43,8.6
193.3,19522,-149,81.43,8.6
193.35,19551,-150,81.43,8.6
193.4,19447,-148,81.43,8.6
193.45,19510,-151,81.43,8.6
193.5,19512,-147,81.41,8.6
193.55,19435,-141,81.41,8.6
193.6,19487,-141,81.41,8.6
193.65,19496,-136,81.39,8.6
193.7,19404,-133,81.37,8.6
193.75,19483,-136,81.37,8.6
193.8,19491,-135,81.36,8.6
193.85,19438,-138,81.37,8.6
193.9,19475,-143,81.34,8.6
193.95,19458,-142,81.32,8.6
194,19449,-145,81.34,8.6
194.05,19443,-147,81.32,8.6
194.1,19371,-146,81.3,8.6
194.15,19414,-149,81.3,8.6
194.2,19417,-151,81.3,8.6
194.25,19345,-148,81.28,8.6
194.3,19362,-151,81.28,8.6
194.35,19367,-148,81.28,8.6
194.4,19314,-141,81.27,8.6
194.45,19331,-142,81.27,8.6
194.5,19356,-136,81.27,8.6
194.55,19321,-130,81.25,8.6
194.6,19357,-134,81.25,8.6
194.65,19348,-133,81.21,8.6
194.7,19328,-133,81.21,8.6
194.75,19377,-139,81.21,8.6
194.8,19310,-140,81.19,8.6
194.85,19313,-143,81.19,8.6
194.9,19337,-147,81.21,8.6
194.95,19294,-144,81.19,8.6
195,19286,-144,81.19,8.6
195.05,19312,-141,81.18,8.6
195.1,19216,-136,81.18,8.6
195.15,19267,-137,81.16,8.6
195.2,19278,-134,81.16,8.6
195.25,19170,-130,81.16,8.6
195.3,19235,-132,81.14,8.6
195.35,19253,-130,81.12,8.6
195.4,19160,-129,81.12,8.6
195.45,19245,-134,81.12,8.6
195.5,19261,-134,81.09,8.6
195.55,19183,-135,81.09,8.6
195.6,19216,-141,81.09,8.6
195.65,19203,-141,81.09,8.6
195.7,19171,-142,81.07,8.6
195.75,19224,-145,81.07,8.6
195.8,19177,-141,81.07,8.6
195.85,19169,-140,81.07,8.6
195.9,19177,-141,81.05,8.6
195.95,19135,-137,81.03,8.6
196,19184,-139,81.03,8.6
196.05,19171,-139,81.03,8.6
196.1,19079,-135,81.01,8.6
196.15,19143,-139,81.01,8.6
196.2,19156,-138,80.98,8.6
196.25,19067,-136,80.98,8.6
196.3,19092,-142,80.98,8.6
196.35,19137,-141,80.98,8.6
196.4,19013,-140,80.98,8.6
196.45,19095,-142,80.98,8.6
196.5,19092,-138,80.96,8.6
196.55,19055,-132,80.94,8.6
196.6,19074,-132,80.94,8.6
196.65,19072,-127,80.94,8.6
196.7,19041,-126,80.91,8.6
196.75,19068,-128,80.91,8.6
196.8,19046,-123,80.91,8.6
196.85,19040,-126,80.91,8.6
196.9,19065,-128,80.89,8.6
196.95,18983,-128,80.87,8.6
197,19015,-137,80.89,8.6
197.05,19040,-141,80.87,8.6
197.1,18927,-140,80.87,8.6
197.15,18988,-143,80.87,8.6
197.2,18986,-141,80.87,8.6
197.25,18908,-134,80.85,8.6
197.3,18967,-135,80.85,8.6
197.35,18932,-135,80.83,8.6
197.4,18919,-132,80.82,8.6
197.45,18975,-140,80.82,8.6
197.5,18985,-142,80.82,8.6
197.55,18922,-143,80.82,8.6
197.6,18956,-150,80.8,8.6
197.65,18961,-147,80.78,8.6
197.7,18931,-144,80.78,8.6
197.75,18979,-146,80.76,8.6
197.8,18889,-141,80.76,8.6
197.85,18932,-140,80.76,8.6
197.9,18956,-140,80.76,8.6
197.95,18859,-130,80.74,8.6
198,18863,-126,80.74,8.6
198.05,18877,-121,80.73,8.6
198.1,18805,-110,80.73,8.6
198.15,18849,-112,80.73,8.6
198.2,18886,-111,80.71,8.6
198.25,18803,-111,80.69,8.6
198.3,18825,-123,80.69,8.6
198.35,18859,-129,80.67,8.6
198.4,18763,-138,80.65,8.6
198.45,18804,-151,80.67,8.6
198.5,18820,-156,80.65,8.6
198.55,18740,-158,80.65,8.6
198.6,18771,-161,80.65,8.6
198.65,18798,-157,80.64,8.6
198.7,18739,-154,80.62,8.6
198.75,18819,-156,80.64,8.6
198.8,18751,-148,80.62,8.6
198.85,18736,-145,80.6,8.6
198.9,18788,-142,80.6,8.6
198.95,18756,-132,80.58,8.6
199,18745,-130,80.58,8.6
199.05,18811,-129,80.56,8.6
199.1,18736,-126,80.55,8.6
199.15,18751,-133,80.55,8.6
199.2,18768,-137,80.55,8.6
199.25,18664,-136,80.53,8.6
199.3,18711,-141,80.55,8.6
199.35,18688,-138,80.55,8.6
199.4,18621,-132,80.51,8.6
199.45,18661,-133,80.51,8.6
199.5,18649,-128,80.51,8.6
199.55,18603,-124,80.47,8.6
199.6,18664,-129,80.47,8.6
199.65,18669,-129,80.47,8.6
199.7,18596,-131,80.46,8.6
199.75,18651,-137,80.46,8.6
199.8,18657,-136,80.44,8.6
199.85,18617,-139,80.44,8.6
199.9,18655,-144,80.44,8.6
199.95,18594,-145,80.44,8.6
200,18628,-152,80.42,8.6
200.05,18613,-158,80.42,8.6
200.1,18553,-158,80.42,8.6
200.15,18589,-161,80.38,8.6
200.2,18604,-157,80.38,8.6
200.25,18487,-147,80.38,8.6
200.3,18566,-143,80.38,8.6
200.35,18580,-132,80.37,8.6
200.4,18491,-123,80.35,8.6
200.45,18558,-122,80.35,8.6
200.5,18567,-119,80.35,8.6
200.55,18485,-123,80.35,8.6
200.6,18543,-130,80.33,8.6
200.65,18522,-133,80.33,8.6
200.7,18486,-138,80.33,8.6
200.75,18525,-144,80.31,8.6
200.8,18475,-147,80.31,8.6
200.85,18480,-153,80.29,8.6
200.9,18509,-158,80.29,8.6
200.95,18436,-156,80.28,8.6
201,18486,-157,80.26,8.6
201.05,18458,-152,80.26,8.6
201.1,18387,-145,80.26,8.6
201.15,18434,-141,80.24,8.6
201.2,18455,-136,80.22,8.6
201.25,18362,-131,80.24,8.6
201.3,18431,-134,80.22,8.6
201.35,18434,-135,80.2,8.6
201.4,18395,-137,80.19,8.6
201.45,18447,-143,80.2,8.6
201.5,18393,-145,80.2,8.6
201.55,18375,-147,80.17,8.6
201.6,18394,-151,80.17,8.6
201.65,18352,-149,80.13,8.6
201.7,18369,-150,80.15,8.6
201.75,18384,-148,80.13,8.6
201.8,18291,-143,80.13,8.6
201.85,18331,-143,80.13,8.6
201.9,18336,-140,80.11,8.6
201.95,18259,-138,80.1,8.6
202,18305,-139,80.11,8.6
202.05,18326,-136,80.1,8.6
202.1,18286,-134,80.1,8.6
202.15,18313,-134,80.1,8.6
202.2,18297,-133,80.06,8.6
202.25,18284,-134,80.04,8.6
202.3,18302,-136,80.04,8.6
202.35,18262,-138,80.02,8.6
202.4,18261,-140,80.04,8.6
202.45,18272,-141,80.04,8.6
202.5,18206,-141,80.02,8.6
202.55,18233,-140,80.02,8.6
202.6,18263,-140,80.01,8.6
202.65,18161,-142,80.01,8.6
202.7,18214,-142,79.99,8.6
202.75,18233,-140,79.99,8.6
202.8,18187,-136,79.99,8.6
202.85,18242,-131,79.97,8.6
202.9,18190,-126,79.95,8.6
202.95,18178,-124,79.95,8.6
203,18200,-124,79.95,8.6
203.05,18147,-129,79.93,8.6
203.1,18163,-134,79.93,8.6
203.15,18197,-138,79.92,8.6
203.2,18101,-144,79.92,8.6
203.25,18167,-147,79.92,8.6
203.3,18171,-148,79.9,8.6
203.35,18121,-149,79.9,8.6
203.4,18159,-144,79.9,8.6
203.45,18107,-139,79.86,8.6
203.5,18108,-133,79.86,8.6
203.55,18150,-125,79.86,8.6
203.6,18054,-122,79.86,8.6
203.65,18091,-120,79.84,8.6
203.7,18092,-121,79.83,8.6
203.75,18033,-128,79.81,8.6
203.8,18068,-132,79.81,8.6
203.85,18096,-138,79.83,8.6
203.9,18033,-142,79.81,8.6
203.95,18084,-141,79.81,8.6
204,18060,-142,79.77,8.6
204.05,18018,-138,79.79,8.6
204.1,18073,-131,79.77,8.6
204.15,17981,-127,79.77,8.6
204.2,18003,-121,79.77,8.6
204.25,18029,-121,79.74,8.6
204.3,17935,-126,79.74,8.6
204.35,17979,-131,79.74,8.6
204.4,18007,-138,79.74,8.6
204.45,17938,-144,79.7,8.6
204.5,18004,-145,79.7,8.6
204.55,18013,-144,79.7,8.6
204.6,17955,-139,79.7,8.6
204.65,17999,-132,79.7,8.6
204.7,17961,-128,79.68,8.6
204.75,17943,-125,79.68,8.6
204.8,17969,-126,79.66,8.6
204.85,17876,-132,79.65,8.6
204.9,17934,-135,79.66,8.6
204.95,17921,-139,79.65,8.6
205,17854,-143,79.65,8.6
205.05,17898,-138,79.63,8.6
205.1,17940,-136,79.61,8.6
205.15,17913,-129,79.59,8.6
205.2,17953,-124,79.59,8.6
205.25,17895,-127,79.59,8.6
205.3,17875,-127,79.59,8.6
205.35,17905,-132,79.59,8.6
205.4,17805,-141,79.56,8.6
205.45,17816,-142,79.57,8.6
205.5,17846,-147,79.56,8.6
205.55,17785,-147,79.54,8.6
205.6,17848,-139,79.54,8.6
205.65,17838,-138,79.52,8.6
205.7,17802,-131,79.52,8.6
205.75,17856,-127,79.52,8.6
205.8,17797,-131,79.5,8.6
205.85,17796,-128,79.48,8.6
205.9,17824,-129,79.48,8.6
205.95,17731,-131,79.48,8.6
206,17758,-127,79.48,8.6
206.05,17791,-133,79.48,8.6
206.1,17746,-139,79.47,8.6
206.15,17797,-142,79.47,8.6
206.2,17741,-150,79.43,8.6
206.25,17729,-148,79.43,8.6
206.3,17741,-141,79.43,8.6
206.35,17673,-138,79.39,8.6
206.4,17703,-125,79.41,8.6
206.45,17703,-121,79.41,8.6
206.5,17684,-122,79.38,8.6
206.55,17711,-121,79.38,8.6
206.6,17711,-133,79.38,8.6
206.65,17718,-137,79.34,8.6
206.7,17746,-139,79.36,8.6
206.75,17639,-144,79.36,8.6
206.8,17687,-138,79.34,8.6
206.85,17666,-136,79.34,8.6
206.9,17608,-136,79.32,8.6
206.95,17679,-129,79.32,8.6
207,17646,-132,79.29,8.6
207.05,17641,-131,79.3,8.6
207.1,17670,-129,79.3,8.6
207.15,17600,-131,79.27,8.6
207.2,17606,-126,79.27,8.6
207.25,17637,-126,79.27,8.6
207.3,17560,-128,79.25,8.6
207.35,17607,-127,79.27,8.6
207.4,17601,-133,79.25,8.6
207.45,17599,-133,79.25,8.6
207.5,17625,-135,79.25,8.6
207.55,17521,-142,79.21,8.6
207.6,17554,-142,79.21,8.6
207.65,17587,-147,79.2,8.6
207.7,17495,-149,79.21,8.6
207.75,17568,-144,79.2,8.6
207.8,17535,-143,79.18,8.6
207.85,17510,-137,79.18,8.6
207.9,17551,-134,79.16,8.6
207.95,17474,-136,79.16,8.6
208,17523,-136,79.16,8.6
208.05,17527,-140,79.16,8.6
208.1,17488,-141,79.12,8.6
208.15,17531,-138,79.12,8.6
208.2,17486,-138,79.12,8.6
208.25,17477,-135,79.12,8.6
208.3,17477,-135,79.11,8.6
208.35,17383,-141,79.09,8.6
208.4,17453,-142,79.11,8.6
208.45,17459,-144,79.07,8.6
208.5,17404,-141,79.07,8.6
208.55,17455,-132,79.05,8.6
208.6,17413,-131,79.05,8.6
208.65,17416,-130,79.05,8.6
208.7,17420,-134,79.05,8.6
208.75,17359,-142,79.02,8.6
208.8,17388,-141,79.03,8.6
208.85,17395,-141,79.03,8.6
208.9,17405,-136,79,8.6
208.95,17410,-133,79.02,8.6
209,17326,-137,78.98,8.6
209.05,17374,-140,79,8.6
209.1,17374,-147,78.96,8.6
209.15,17316,-147,78.96,8.6
209.2,17359,-140,78.96,8.6
209.25,17334,-133,78.96,8.6
209.3,17329,-125,78.96,8.6
209.35,17344,-123,78.96,8.6
209.4,17264,-129,78.94,8.6
209.45,17307,-134,78.94,8.6
209.5,17336,-140,78.94,8.6
209.55,17290,-140,78.91,8.6
209.6,17352,-137,78.91,8.6
209.65,17250,-135,78.89,8.6
209.7,17249,-132,78.91,8.6
209.75,17277,-133,78.87,8.6
209.8,17190,-135,78.87,8.6
209.85,17295,-135,78.87,8.6
209.9,17257,-135,78.85,8.6
209.95,17262,-130,78.85,8.6
210,17276,-126,78.85,8.6
210.05,17155,-128,78.85,8.6
210.1,17207,-129,78.85,8.6
210.15,17227,-136,78.84,8.6
210.2,17200,-140,78.78,8.6
210.25,17268,-138,78.82,8.6
210.3,17186,-135,78.82,8.6
210.35,17187,-129,78.8,8.6
210.4,17203,-127,78.8,8.6
210.45,17101,-133,78.78,8.6
210.5,17153,-137,78.78,8.6
210.55,17177,-142,78.75,8.6
210.6,17148,-143,78.75,8.6
210.65,17177,-133,78.75,8.6
210.7,17095,-127,78.73,8.6
210.75,17132,-121,78.75,8.6
210.8,17140,-120,78.73,8.6
210.85,17089,-130,78.71,8.6
210.9,17156,-134,78.73,8.6
210.95,17129,-140,78.71,8.6
211,17125,-138,78.69,8.6
211.05,17143,-130,78.69,8.6
211.1,17025,-130,78.66,8.6
211.15,17062,-128,78.66,8.6
211.2,17081,-133,78.64,8.6
211.25,17033,-141,78.66,8.6
211.3,17102,-140,78.64,8.6
211.35,17056,-141,78.64,8.6
211.4,17069,-136,78.64,8.6
211.45,17065,-128,78.64,8.6
211.5,16979,-128,78.6,8.6
211.55,17009,-124,78.62,8.6
211.6,17041,-127,78.6,8.6
211.65,17003,-131,78.57,8.6
211.7,17033,-130,78.6,8.6
211.75,17024,-135,78.57,8.6
211.8,17018,-135,78.57,8.6
211.85,17018,-135,78.55,8.6
211.9,16913,-141,78.55,8.6
211.95,16970,-137,78.55,8.6
212,16987,-137,78.53,8.6
212.05,16935,-136,78.53,8.6
212.1,16999,-129,78.53,8.6
212.15,16947,-131,78.51,8.6
212.2,16942,-129,78.51,8.6
212.25,16961,-129,78.51,8.6
212.3,16864,-134,78.48,8.6
212.35,16901,-133,78.48,8.6
212.4,16925,-136,78.48,8.6
212.45,16893,-138,78.46,8.6
212.5,16946,-135,78.46,8.6
212.55,16892,-137,78.44,8.6
212.6,16896,-136,78.44,8.6
212.65,16902,-135,78.42,8.6
212.7,16819,-138,78.42,8.6
212.75,16872,-135,78.42,8.6
212.8,16872,-137,78.4,8.6
212.85,16836,-137,78.4,8.6
212.9,16889,-133,78.4,8.6
212.95,16830,-137,78.39,8.6
213,16846,-134,78.39,8.6
213.05,16853,-131,78.37,8.6
213.1,16773,-133,78.33,8.6
213.15,16813,-127,78.35,8.6
213.2,16822,-128,78.33,8.6
213.25,16807,-129,78.31,8.6
213.3,16843,-126,78.31,8.6
213.35,16766,-131,78.31,8.6
213.4,16755,-130,78.31,8.6
213.45,16792,-130,78.31,8.6
213.5,16714,-133,78.28,8.6
213.55,16750,-128,78.3,8.6
213.6,16767,-128,78.28,8.6
213.65,16755,-129,78.26,8.6
213.7,16784,-127,78.26,8.6
213.75,16715,-135,78.26,8.6
213.8,16731,-137,78.26,8.6
213.85,16739,-138,78.24,8.6
213.9,16643,-141,78.22,8.6
213.95,16700,-134,78.22,8.6
214,16729,-131,78.21,8.6
214.05,16707,-129,78.21,8.6
214.1,16738,-124,78.21,8.6
214.15,16662,-131,78.19,8.6
214.2,16691,-134,78.21,8.6
214.25,16684,-135,78.19,8.6
214.3,16609,-137,78.15,8.6
214.35,16657,-127,78.17,8.6
214.4,16672,-122,78.15,8.6
214.45,16645,-121,78.13,8.6
214.5,16673,-118,78.13,8.6
214.55,16630,-127,78.13,8.6
214.6,16630,-132,78.12,8.6
214.65,16666,-134,78.1,8.6
214.7,16550,-139,78.1,8.6
214.75,16586,-131,78.1,8.6
214.8,16603,-127,78.08,8.6
214.85,16559,-124,78.1,8.6
214.9,16601,-120,78.08,8.6
214.95,16580,-129,78.06,8.6
215,16581,-136,78.04,8.6
215.05,16604,-141,78.04,8.6
215.1,16533,-149,78.03,8.6
215.15,16550,-142,78.04,8.6
215.2,16561,-136,78.04,8.6
215.25,16492,-130,78.03,8.6
215.3,16560,-121,78.01,8.6
215.35,16550,-124,77.99,8.6
215.4,16524,-128,77.99,8.6
215.45,16540,-133,77.99,8.6
215.5,16476,-144,77.99,8.6
215.55,16510,-146,77.99,8.6
215.6,16513,-145,77.97,8.6
215.65,16439,-145,77.95,8.6
215.7,16484,-134,77.95,8.6
215.75,16499,-130,77.97,8.6
215.8,16462,-127,77.92,8.6
215.85,16491,-121,77.92,8.6
215.9,16438,-125,77.92,8.6
215.95,16446,-126,77.92,8.6
216,16460,-128,77.88,8.6
216.05,16360,-136,77.88,8.6
216.1,16417,-135,77.9,8.6
216.15,16432,-136,77.88,8.6
216.2,16381,-136,77.88,8.6
216.25,16450,-131,77.86,8.6
216.3,16425,-134,77.86,8.6
216.35,16409,-135,77.83,8.6
216.4,16413,-134,77.85,8.6
216.45,16339,-139,77.83,8.6
216.5,16356,-136,77.83,8.6
216.55,16367,-134,77.83,8.6
216.6,16298,-137,77.79,8.6
216.65,16340,-133,77.79,8.6
216.7,16359,-133,77.77,8.6
216.75,16319,-133,77.79,8.6
216.8,16372,-128,77.77,8.6
216.85,16323,-128,77.77,8.6
216.9,16350,-125,77.77,8.6
216.95,16377,-121,77.77,8.6
217,16276,-125,77.76,8.6
217.05,16292,-123,77.74,8.6
217.1,16278,-127,77.74,8.6
217.15,16257,-135,77.72,8.6
217.2,16298,-136,77.72,8.6
217.25,16287,-139,77.7,8.6
217.3,16264,-138,77.7,8.6
217.35,16290,-130,77.7,8.6
217.4,16231,-126,77.68,8.6
217.45,16225,-118,77.68,8.6
217.5,16283,-113,77.67,8.6
217.55,16180,-116,77.68,8.6
217.6,16221,-118,77.67,8.6
217.65,16242,-125,77.65,8.6
217.7,16187,-135,77.65,8.6
217.75,16246,-138,77.65,8.6
217.8,16222,-143,77.63,8.6
217.85,16208,-142,77.61,8.6
217.9,16232,-136,77.61,8.6
217.95,16159,-132,77.59,8.6
218,16178,-124,77.59,8.6
218.05,16206,-120,77.58,8.6
218.1,16090,-122,77.58,8.6
218.15,16145,-127,77.58,8.6
218.2,16189,-135,77.56,8.6
218.25,16114,-142,77.58,8.6
218.3,16156,-141,77.56,8.6
218.35,16158,-139,77.54,8.6
218.4,16133,-133,77.52,8.6
218.45,16172,-125,77.54,8.6
218.5,16095,-124,77.5,8.6
218.55,16117,-121,77.5,8.6
218.6,16122,-123,77.5,8.6
218.65,16035,-131,77.47,8.6
218.7,16068,-134,77.49,8.6
218.75,16079,-140,77.47,8.6
218.8,16041,-143,77.47,8.6
218.85,16087,-139,77.47,8.6
218.9,16087,-138,77.47,8.6
218.95,16062,-133,77.47,8.6
219,16078,-128,77.45,8.6
219.05,16047,-129,77.43,8.6
219.1,16028,-128,77.41,8.6
219.15,16037,-132,77.43,8.6
219.2,15960,-140,77.4,8.6
219.25,15999,-141,77.41,8.6
219.3,15996,-145,77.38,8.6
219.35,15973,-145,77.38,8.6
219.4,16027,-139,77.38,8.6
219.45,15993,-138,77.36,8.6
219.5,15981,-131,77.36,8.6
219.55,16012,-125,77.36,8.6
219.6,15944,-124,77.34,8.6
219.65,15950,-121,77.34,8.6
219.7,15972,-124,77.32,8.6
219.75,15905,-131,77.31,8.6
219.8,15952,-132,77.32,8.6
219.85,15945,-135,77.32,8.6
219.9,15915,-136,77.29,8.6
219.95,15945,-130,77.31,8.6
220,15911,-130,77.29,8.6
220.05,15895,-127,77.27,8.6
220.1,15928,-123,77.27,8.6
